City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,timimoun,29.2639,0.231,304.05,37,36,7.45,DZ,1726457221
354,neyriz,29.1988,54.3278,294.03,35,1,1.86,IR,1726457222
355,coxim,-18.5067,-54.76,298.41,60,2,4.29,BR,1726457223
356,filingue,14.3521,3.3168,301.26,71,42,4.07,NE,1726457224
357,quang ngai,15.1167,108.8,305.17,61,100,2.55,VN,1726457225
358,ar ruways,24.1103,52.7306,303.68,51,0,4.93,AE,1726457226
359,kabinda,-6.1333,24.4833,294.98,35,1,0.57,CD,1726457227
360,khamharia,20.9833,82.2667,295.77,92,100,4.36,IN,1726457228
361,shingu,33.7333,135.9833,303.19,67,3,2.64,JP,1726457229
362,novyy urengoy,66.0833,76.6333,281.97,57,95,6.03,RU,1726457230
363,urzhar,47.093,81.6294,291.64,31,8,3.24,KZ,1726457231
364,torbali,38.1519,27.3622,286.72,67,0,1.31,TR,1726457232
365,conception bay south,47.4999,-52.9981,281.66,89,29,3.39,CA,1726457233
366,tsiombe,-25.3,45.4833,292.42,71,6,0.57,MG,1726457234
367,campbell river,50.0163,-125.2446,287.29,87,20,0.0,CA,1726457235
368,mili,6.0815,171.735,301.01,70,71,0.97,MH,1726457236
369,cidade velha,14.9167,-23.6167,298.41,83,20,3.6,CV,1726457238
370,oodweyne,9.4092,45.064,296.26,45,31,8.28,SO,1726457239
371,tazacorte,28.629,-17.9293,294.69,64,100,3.6,ES,1726457240
372,kupang,-10.1667,123.5833,305.47,45,20,4.63,ID,1726457119
373,happy valley-goose bay,53.3168,-60.3315,283.32,87,40,2.06,CA,1726457242
374,fort bragg,35.139,-79.006,295.83,87,75,4.63,US,1726457244
375,selfoss,63.9331,-20.9971,275.4,67,100,3.5,IS,1726457246
376,xinqing,48.2333,129.5,290.17,53,100,3.09,CN,1726457247
377,sukhobezvodnoye,57.0491,44.8891,286.33,68,100,1.69,RU,1726457248
378,montes claros,-16.735,-43.8617,295.03,43,0,1.03,BR,1726457056
379,quellon,-43.1167,-73.6167,278.39,93,44,2.41,CL,1726457250
380,saldanha,-33.0117,17.9442,282.18,80,47,8.21,ZA,1726457251
381,haute-goulaine,47.1991,-1.4294,282.16,93,0,1.54,FR,1726457252
382,ketchikan,55.3422,-131.6461,285.8,94,100,7.2,US,1726457253
383,al jawf,29.5,38.75,294.41,60,0,4.18,SA,1726457255
384,weno,7.4515,151.8468,304.12,79,100,3.09,FM,1726457256
385,itupiranga,-5.1347,-49.3267,299.7,50,78,1.03,BR,1726457257
386,caldwell,43.6629,-116.6874,292.03,49,0,11.32,US,1726457258
387,la'ie,21.6477,-157.9253,301.81,75,63,1.79,US,1726457259
388,lazaro cardenas,17.9583,-102.2,301.08,83,100,0.68,MX,1726457261
389,ulladulla,-35.35,150.4667,286.54,38,2,3.05,AU,1726457262
390,yacimiento rio turbio,-51.5732,-72.3508,272.92,90,82,3.78,AR,1726457263
391,san luis de la loma,17.2706,-100.8939,300.5,82,100,1.47,MX,1726457264
392,cape canaveral,28.4058,-80.6048,300.39,89,40,0.45,US,1726457265
393,wagrowiec,52.8084,17.1996,287.81,98,100,3.83,PL,1726457266
394,pisco,-13.7,-76.2167,290.18,82,100,1.54,PE,1726457267
395,parapat,2.663,98.9349,297.53,70,87,3.8,ID,1726457268
396,juan diaz covarrubias,18.1628,-95.2069,299.35,89,98,1.76,MX,1726457269
397,yangambi,0.8102,24.4336,293.64,99,77,1.23,CD,1726457270
398,maputo,-25.9653,32.5892,293.97,94,40,2.57,MZ,1726457126
399,alta,69.9689,23.2717,276.74,75,13,1.54,NO,1726457273
400,souillac,-20.5167,57.5167,294.36,64,40,5.66,MU,1726457274
401,brisas de zicatela,15.8369,-97.0419,301.34,82,100,1.76,MX,1726457275
402,sao jose da coroa grande,-8.8978,-35.1478,297.05,80,80,5.57,BR,1726457276
403,san antonio de pale,-1.4014,5.6325,297.41,87,35,4.68,GQ,1726457277
404,al hoceima,35.2433,-3.9309,293.72,78,40,1.03,MA,1726457278
405,pointe-noire,-4.7761,11.8635,297.01,89,79,2.56,CG,1726457279
406,alotau,-10.3069,150.4462,298.43,94,100,2.68,PG,1726457281
407,tchintabaraden,15.8969,5.7985,303.7,56,12,5.01,NE,1726457282
408,kyzyl-suu,42.3414,78.0056,288.73,47,0,2.06,KG,1726457283
409,susuman,62.7833,148.1667,276.04,58,100,3.1,RU,1726457284
410,acajutla,13.5928,-89.8275,301.27,80,100,2.62,SV,1726457285
411,akashi,34.6333,134.9833,304.15,64,26,2.41,JP,1726457286
412,wanganui,-39.9333,175.05,285.64,77,100,5.62,NZ,1726457287
413,pacific grove,36.6177,-121.9166,289.21,89,40,4.63,US,1726457288
414,grand falls-windsor,48.9332,-55.6649,281.76,88,78,2.49,CA,1726457286
415,luwuk,-0.9516,122.7875,299.59,71,100,2.97,ID,1726457291
416,saudarkrokur,65.7461,-19.6394,274.53,80,95,2.23,IS,1726457292
417,avarua,-21.2078,-159.775,298.18,65,20,7.2,CK,1726457293
418,labuan,5.2767,115.2417,304.35,79,40,2.57,MY,1726457294
419,helena valley west central,46.6629,-112.0604,289.4,59,98,0.89,US,1726457295
420,el calafate,-50.3408,-72.2768,275.44,84,23,2.13,AR,1726457296
421,prieska,-29.6641,22.7474,281.32,50,0,1.0,ZA,1726457297
422,fisterra,42.9049,-9.2629,291.71,54,46,7.38,ES,1726457298
423,lorengau,-2.0226,147.2712,302.04,77,67,4.03,PG,1726457299
424,springbok,-29.6643,17.8865,279.86,60,0,1.87,ZA,1726457300
425,urangan,-25.3,152.9,292.87,58,26,10.39,AU,1726457301
426,camargo,27.6667,-105.1667,298.99,55,100,5.43,MX,1726457302
427,taltal,-25.4,-70.4833,291.92,50,0,1.57,CL,1726457303
428,pangoa,-12.1167,-73.0,296.02,70,34,1.06,PE,1726457304
429,wenatchee,47.4235,-120.3103,293.69,49,90,1.75,US,1726457305
430,tbeng meanchey,13.8167,104.9667,300.17,86,100,2.31,KH,1726457306
431,amungan,15.3652,119.9582,301.0,82,100,4.33,PH,1726457307
432,islamkot,24.6997,70.177,299.9,70,0,5.28,PK,1726457310
433,batu gajah,4.4692,101.0411,302.2,79,20,1.54,MY,1726457311
434,arica,-18.475,-70.3042,289.28,72,100,2.06,CL,1726457312
435,hirado,33.3597,129.5531,302.32,79,8,2.01,JP,1726457313
436,onega,63.9061,38.1404,286.76,74,84,2.12,RU,1726457314
437,abrego,8.0807,-73.2205,291.56,81,9,3.21,CO,1726457315
438,woolgoolga,-30.1106,153.2007,293.67,45,1,5.29,AU,1726457316
439,brokopondo,4.75,-55.1667,299.4,77,20,4.41,SR,1726457317
440,paracuru,-3.41,-39.0306,299.17,74,48,6.97,BR,1726457318
441,broome,42.2506,-75.833,292.62,92,92,1.26,US,1726457319
442,shenjiamen,29.9576,122.298,300.58,84,100,8.53,CN,1726457320
443,piti village,13.4626,144.6933,300.18,96,100,8.23,GU,1726457321
444,santa terezinha,-29.9002,-50.0904,288.09,87,99,3.16,BR,1726457322
445,okhotsk,59.3833,143.3,285.11,54,100,2.67,RU,1726457323
446,san pedro,14.35,121.0167,303.72,81,75,4.63,PH,1726457324
447,ordubad,38.9059,46.0234,287.54,55,56,4.01,AZ,1726457325
448,rio verde,21.9333,-99.9833,295.79,91,95,2.88,MX,1726457326
449,ust'-kulom,61.6864,53.6902,287.52,96,94,1.23,RU,1726457328
450,saurimo,-9.6608,20.3916,290.91,36,20,0.43,AO,1726457329
451,santiago de veraguas,8.1,-80.9833,300.71,91,100,1.73,PA,1726457330
452,isna,25.2934,32.554,301.54,40,0,4.74,EG,1726457331
453,cabinda,-5.55,12.2,296.95,88,95,2.34,AO,1726457332
454,dazhong,33.1997,120.4578,301.13,89,99,9.44,CN,1726457333
455,olinda,-8.0089,-34.8553,299.0,73,20,4.63,BR,1726457119
456,lospalos,-8.5186,127.0025,303.08,47,41,3.97,TL,1726457335
457,juneau,58.3019,-134.4197,285.15,95,100,8.23,US,1726457228
458,dampit,-8.2116,112.7493,303.37,40,50,3.19,ID,1726457337
459,moree,-29.4667,149.85,292.95,28,0,5.69,AU,1726457338
460,mil'kovo,55.6078,37.7956,289.61,51,10,2.21,RU,1726457339
461,ipatovo,45.7181,42.9036,288.38,57,0,6.99,RU,1726457340
462,nicoya,10.1483,-85.452,298.38,92,100,0.32,CR,1726457341
463,tacarigua,10.0862,-67.9198,296.17,88,95,1.54,VE,1726457342
464,hasaki,35.7333,140.8333,299.09,87,100,8.46,JP,1726457343
465,katsina,12.9894,7.6006,297.95,75,40,3.95,NG,1726457344
466,sitangkai,4.6628,119.3928,301.74,77,100,9.39,PH,1726457346
467,labrador city,52.9463,-66.9114,292.1,72,100,5.14,CA,1726457348
468,baiyin,36.5583,104.2081,287.71,82,100,0.59,CN,1726457349
469,zinjibar,13.1287,45.3807,303.02,79,54,5.63,YE,1726457350
470,galliano,29.4422,-90.2992,298.15,88,100,0.0,US,1726457351
471,turinsk,58.0458,63.696,280.69,66,3,1.4,RU,1726457352
472,vila franca do campo,37.7167,-25.4333,295.38,77,17,3.16,PT,1726457353
473,shixing,24.9482,114.0657,303.65,73,31,2.01,CN,1726457354
474,zastron,-30.3023,27.084,282.7,69,40,1.19,ZA,1726457355
475,alice springs,-23.7,133.8833,288.9,20,94,8.66,AU,1726457356
476,novocherkassk,47.4181,40.0939,290.16,45,0,7.0,RU,1726457357
477,mingshui,36.7167,117.5,298.3,50,0,2.55,CN,1726457359
478,nova vicosa,-17.8919,-39.3719,295.78,86,100,3.57,BR,1726457360
479,ad dawadimi,24.5077,44.3924,298.79,24,0,1.21,SA,1726457361
480,magadan,59.5667,150.8,283.07,57,37,0.31,RU,1726457363
481,olenino,56.2092,33.4889,284.34,56,26,2.3,RU,1726457364
482,balashikha,55.8094,37.9581,285.96,100,7,1.91,RU,1726457365
483,peniche,39.3558,-9.3811,289.51,75,0,3.14,PT,1726457366
484,santiago de cao,-7.9589,-79.2392,289.22,88,8,3.09,PE,1726457367
485,santa cruz,-17.8,-63.1667,288.85,94,40,2.06,BO,1726456941
486,taoudenni,22.6783,-3.9836,306.66,25,41,2.32,ML,1726457369
487,sona,45.4388,10.8255,288.66,63,75,2.06,IT,1726457371
488,canico,32.6333,-16.85,296.5,87,40,5.66,PT,1726457372
489,polyarnyy,69.1989,33.4478,282.8,98,100,1.95,RU,1726457373
490,telimele,10.9167,-13.3333,294.43,99,100,1.69,GN,1726457374
491,thanh hoa,19.8,105.7667,304.62,63,14,1.73,VN,1726457375
492,trincomalee,8.5711,81.2335,302.84,69,73,9.02,LK,1726457105
493,arkhangel'sk,64.5401,40.5433,287.21,77,40,3.0,RU,1726457379
494,bairnsdale,-37.8333,147.6167,287.07,75,100,2.24,AU,1726457380
495,sosnovo-ozerskoye,52.5249,111.5418,282.97,44,8,7.34,RU,1726457381
496,xilin hot,43.9667,116.0333,290.44,56,5,4.65,CN,1726457382
497,flying fish cove,-10.4217,105.6791,300.97,74,75,4.63,CX,1726457383
498,bikenibeu village,1.3673,173.1241,305.13,66,20,3.09,KI,1726457384
499,horta,38.5333,-28.6333,296.49,82,100,7.15,PT,1726457385
500,arvayheer,46.2639,102.775,283.56,38,18,5.46,MN,1726457386
501,luanda,-8.8368,13.2343,294.15,94,75,0.0,AO,1726457388
502,bodaybo,57.8506,114.1933,280.18,78,100,2.39,RU,1726457389
503,birmitrapur,22.4,84.7667,297.61,88,100,6.2,IN,1726457390
504,priozersk,61.0393,30.1291,285.42,100,58,1.91,RU,1726457391
505,torghay,49.6339,63.4981,288.09,75,4,6.95,KZ,1726457392
506,carnarvon,-24.8667,113.6333,298.96,28,0,8.37,AU,1726457393
507,nova olimpia,-14.7972,-57.2881,298.22,53,0,1.64,BR,1726457394
508,bizerte,37.2744,9.8739,295.15,64,40,4.12,TN,1726457396
509,kerikeri,-35.2268,173.9474,286.43,89,100,1.79,NZ,1726457397
510,lompoc,34.6391,-120.4579,289.83,83,100,5.14,US,1726457398
511,alamosa,37.4695,-105.87,285.14,54,0,3.09,US,1726457399
512,yoloten,37.2989,62.3597,295.32,17,85,0.97,TM,1726457400
513,freeport,40.6576,-73.5832,292.13,74,20,1.54,US,1726457401
514,port alfred,-33.5906,26.891,287.72,86,14,5.13,ZA,1726457402
515,muiden,52.3305,5.067,287.03,89,99,1.21,NL,1726457403
516,savanna-la-mar,18.219,-78.1332,300.33,90,91,0.36,JM,1726457404
517,palmer,42.1584,-72.3287,289.22,71,0,0.96,US,1726457405
518,gobabis,-22.45,18.9667,289.95,20,80,0.9,NA,1726457406
519,makushino,55.2103,67.2442,282.71,63,1,4.06,RU,1726457407
520,aykhal,66.0,111.5,274.15,79,100,4.28,RU,1726457408
521,kudymkar,59.0173,54.656,287.72,78,13,1.13,RU,1726457409
522,greymouth,-42.4667,171.2,283.82,57,21,3.15,NZ,1726457410
523,skikda,36.8762,6.9092,291.88,69,0,2.71,DZ,1726457411
524,labytnangi,66.6572,66.4183,290.07,80,61,4.55,RU,1726457412
525,mermoz boabab,14.7065,-17.4758,299.03,94,20,2.06,SN,1726457414
526,sathyamangalam,11.5167,77.25,304.41,45,41,1.29,IN,1726457415
527,illizi,26.4833,8.4667,303.77,36,18,4.77,DZ,1726457416
528,lianzhou,24.7811,112.3825,302.83,75,43,2.83,CN,1726457417
529,conde,-7.2597,-34.9075,294.85,94,20,2.57,BR,1726457418
530,xapuri,-10.6517,-68.5044,298.69,48,13,2.15,BR,1726457420
531,kailua-kona,19.6406,-155.9956,303.13,66,20,4.12,US,1726457421
532,vikulovo,56.8167,70.6107,281.69,64,6,2.57,RU,1726457422
533,yeniseysk,58.4497,92.1703,279.82,55,61,2.27,RU,1726457423
534,kidal,18.4411,1.4078,302.41,53,99,1.43,ML,1726457424
535,san ramon,37.7799,-121.978,288.94,80,100,7.2,US,1726457425
536,yuzhno-sakhalinsk,46.9581,142.7337,292.94,45,35,6.0,RU,1726457426
537,nizhnesortymskiy,62.4397,71.7603,281.46,53,76,4.18,RU,1726457427
538,lata,40.1629,-8.3327,287.82,26,0,2.22,PT,1726457428
539,maymana,35.9214,64.7836,295.71,20,97,2.2,AF,1726457431
540,talhar,24.8833,68.8167,302.42,61,10,7.1,PK,1726457432
541,norrtalje,59.758,18.705,280.46,77,67,1.32,SE,1726457433
542,kwang binh,17.4833,106.6,303.84,67,19,4.22,VN,1726457434
543,hsinchu,24.8036,120.9686,307.22,64,92,0.89,TW,1726457435
544,two rivers,44.1539,-87.5693,292.02,98,100,0.45,US,1726457210
545,ramadi,33.4226,43.3058,301.51,37,0,4.93,IQ,1726457437
546,sao joao da barra,-21.6403,-41.0511,295.72,91,7,6.84,BR,1726457438
547,nantucket,41.2835,-70.0995,289.34,88,0,3.09,US,1726457208
548,mont-dore,-22.2833,166.5833,293.84,60,79,6.56,NC,1726457440
549,ceerigaabo,10.6162,47.368,292.33,49,86,7.24,SO,1726457441
550,danja,11.3764,7.5625,294.32,94,42,2.6,NG,1726457442
551,mangrol,21.1167,70.1167,301.59,61,78,3.9,IN,1726457444
552,jacmel,18.2342,-72.5347,300.49,85,47,1.86,HT,1726457445
553,hinton,53.4001,-117.5857,281.58,79,20,1.48,CA,1726457446
554,mucumpiz,8.4167,-71.1333,286.79,94,85,1.36,VE,1726457447
555,gargalianoi,37.0667,21.6333,292.1,61,10,4.37,GR,1726457448
556,sungai penuh,-2.0833,101.3833,296.74,71,33,2.62,ID,1726457335
557,tandil,-37.3217,-59.1332,279.07,54,0,2.47,AR,1726457442
558,ocampo,21.65,-101.5,288.71,87,63,2.18,MX,1726457451
